data$speed,Acciona.AW77.1500,Alstom.Eco.74,Alstom.Eco.80,Alstom.Eco.110,Bonus.B23.150,Bonus.B33.300,Bonus.B37.450,Bonus.B41.500,Bonus.B44.600,Bonus.B54.1000,Bonus.B62.1300,Bonus.B82.2300,Dewind.D4.41.500,Dewind.D6.62.1000,Enercon.E40.500,Enercon.E40.600,Enercon.E44.900,Enercon.E48.800,Enercon.E53.800,Enercon.E66.1500,Enercon.E66.1800,Enercon.E66.2000,Enercon.E70.2000,Enercon.E70.2300,Enercon.E82.1800,Enercon.E82.2000,Enercon.E82.2300,Enercon.E82.3000,Enercon.E92.2300,Enercon.E92.2350,Enercon.E101.3000,Enercon.E112.4500,Enercon.E126.6500,Enercon.E126.7000,Enercon.E126.7500,EWT.DirectWind.52.900,Gamesa.G47.660,Gamesa.G52.850,Gamesa.G58.850,Gamesa.G80.2000,Gamesa.G87.2000,Gamesa.G90.2000,Gamesa.G128.4500,Gamesa.G128.5000,GE.900S,GE.1.5s,GE.1.5se,GE.1.5sl,GE.1.5sle,GE.1.5xle,GE.1.6,GE.1.7,GE.2.5xl,GE.2.75.103,GE.3.4.130,GE.3.2.103,GE.3.2.130,GE.3.8.130,Goldwind.GW82.1500,Goldwind.GW109.2500,Goldwind.GW121.2500,Goldwind.GW140.3400,NEG.Micon.M1500.500,NEG.Micon.M1500.750,NEG.Micon.NM48.750,NEG.Micon.NM52.900,NEG.Micon.NM60.1000,NEG.Micon.NM64c.1500,NEG.Micon.NM80.2750,Nordex.N27.150,Nordex.N29.250,Nordex.N43.600,Nordex.N50.800,Nordex.N60.1300,Nordex.N80.2500,Nordex.N90.2300,Nordex.N90.2500,Nordex.N100.2500,Nordex.N131.3000,Nordex.N131.3300,Nordtank.NTK500,Nordtank.NTK600,PowerWind.56.900,REpower.MD70.1500,REPower.MD77.1500,REpower.MM70.2000,REpower.MM82.2000,REpower.MM92.2000,REpower.3.4M,REpower.5M,REpower.6M,Siemens.SWT.1.3.62,Siemens.SWT.2.3.82,Siemens.SWT.2.3.93,Siemens.SWT.2.3.101,Siemens.SWT.3.0.101,Siemens.SWT.3.6.107,Siemens.SWT.3.6.120,Siemens.SWT.3.6.130,Siemens.SWT.4.0.130,Suzlon.S88.2100,Suzlon.S97.2100,Tacke.TW600.43,Vestas.V27.225,Vestas.V29.225,Vestas.V39.500,Vestas.V42.600,Vestas.V44.600,Vestas.V47.660,Vestas.V52.850,Vestas.V66.1650,Vestas.V66.1750,Vestas.V66.2000,Vestas.V80.1800,Vestas.V80.2000,Vestas.V90.1800,Vestas.V90.2000,Vestas.V90.3000,Vestas.V100.1800,Vestas.V100.2000,Vestas.V110.2000,Vestas.V112.3000,Vestas.V112.3300,Vestas.V164.7000,Wind.World.W3700,Wind.World.W4200,Windmaster.WM28.300,Windmaster.WM43.750,Windflow.33.500,XANT.M21.100,Vestas.V117.4000,Vestas.V136.4000,Vestas.V150.4000,Siemens.SWT.4.3.130,Siemens.SWT.4.1.142,Siemens.Gamesa.SG.4.5.145,GE.5.5.158,Vestas.V164.8000,GE.5.3.158,Goldwind.GW140.3000,Vestas.V164.9500,Top.Eight,GE.Haliade.X.220.12,GE.Haliade.150.6,Goldwind.GW154.6.7,Hitachi.HTW5.2.127,Hitachi.HTW5.2.136,MHI.Vestas.V164.9500,MHI.Vestas.V117.4200,MHI.Vestas.V164.10.0,MHI.Vestas.V164.8400,MHI.Vestas.V174.9500,Senvion.6.3M152,Siemens.Gamesa.SG8.5.167,Siemens.SWT.7.0.154,Siemens.SWT.8.0.154,Siemens.Gamesa.SG.6.0.154,Siemens.Gamesa.SG.7.0.154,Siemens.Gamesa.SG.8.0.167,Siemens.Gamesa.SG.10.0.193
20.01,0.940123,0.939866,0.869374,0.940186,0.75797,0.808397,0.838404,0.773077,0.846156,0.936936,0.937949,0.938147,0.939582,0.59802,0.939375,0.939706,0.933793,0.939256,0.94008,0.924494,0.938962,0.937629,0.93853,0.936487,0.940019,0.940156,0.938786,0.930126,0.939694,0.938786,0.940297,0.939259,0.937756,0.936553,0.933024,0.938585,0.938268,0.990277,0.818116,0.938673,0.940032,0.899092,0.908384,0.90965,0.939903,0.939966,0.939916,0.49881,0.939834,0.498954,0.940586,0.825481,0.940206,0.939914,0.940559,0.938537,0.940618,0.940265,0.733351,0.940637,0.733564,0.561388,0.866015,0.895808,0.896966,0.9128,0.480804,0.838629,0.932318,0.782396,0.899247,0.909182,0.876013,0.90316,0.937644,0.939927,0.940069,0.940476,0.499242,0.499188,0.851834,0.903682,0.940153,0.933058,0.498518,0.936689,0.939255,0.940524,0.93971,0.997809,0.996338,0.938077,0.937799,0.940296,0.940608,0.940026,0.939716,0.940497,0.94061,0.940547,0.939933,0.499007,0.913962,0.939044,0.939814,0.938265,0.936809,0.495438,0.937425,0.938164,0.934289,0.936541,0.932469,0.940027,0.939545,0.94054,0.940311,0.937827,0.499229,0.733484,0.499287,0.940542,0.940268,0.939794,0.83769,0.884405,0.937512,0.938157,0.993378,0.395407,0.940088,0.985399,0.796385,0.950931,0.827792,0.956325,0.91153,0.939975,0.911802,0.499291,0.938499,0.939336,0.94037,0.940213,0.940055,0.939548,0.940068,0.93903,0.939766,0.938668,0.93969,0.939669,0.940155,0.939789,0.93991,0.939312,0.940332,0.93991,0.940006,0.940194
20.02,0.94012,0.939863,0.869371,0.940183,0.757969,0.808395,0.838401,0.773075,0.846153,0.936932,0.937945,0.938143,0.939578,0.598019,0.939371,0.939702,0.933789,0.939253,0.940077,0.92449,0.938958,0.937625,0.938526,0.936483,0.940016,0.940153,0.938783,0.930122,0.939691,0.938783,0.940294,0.939256,0.937752,0.936549,0.93302,0.938581,0.938264,0.990276,0.818112,0.938669,0.940029,0.899088,0.908383,0.909649,0.939899,0.939962,0.939913,0.49881,0.939831,0.498954,0.940582,0.825477,0.940203,0.93991,0.940555,0.938534,0.940615,0.940261,0.733347,0.940633,0.73356,0.561386,0.866012,0.895805,0.896963,0.912797,0.480804,0.838626,0.932314,0.782394,0.899243,0.909179,0.87601,0.903156,0.93764,0.939923,0.940066,0.940472,0.499241,0.499188,0.851831,0.903679,0.940149,0.933055,0.498518,0.936685,0.939252,0.940521,0.939706,0.997809,0.996338,0.938074,0.937795,0.940293,0.940605,0.940023,0.939713,0.940493,0.940607,0.940544,0.939929,0.499007,0.913958,0.939041,0.939811,0.938262,0.936805,0.495438,0.937421,0.938161,0.934286,0.936537,0.932466,0.940024,0.939542,0.940536,0.940307,0.937824,0.499229,0.73348,0.499287,0.940539,0.940264,0.93979,0.837688,0.884402,0.937508,0.938153,0.993377,0.395408,0.940084,0.985398,0.796382,0.950929,0.827789,0.956323,0.911527,0.939972,0.911799,0.499291,0.938496,0.939332,0.940367,0.94021,0.940051,0.939545,0.940065,0.939027,0.939762,0.938665,0.939687,0.939666,0.940151,0.939786,0.939906,0.939309,0.940328,0.939906,0.940003,0.940191
20.03,0.939755,0.939501,0.868882,0.939817,0.757531,0.807994,0.837964,0.772475,0.845672,0.936589,0.937596,0.937793,0.939218,0.597068,0.939013,0.939341,0.933466,0.938895,0.939712,0.924119,0.938603,0.93728,0.938174,0.936145,0.939652,0.939787,0.938428,0.929819,0.939329,0.938428,0.939928,0.938898,0.937405,0.93621,0.932702,0.938228,0.937912,0.990222,0.817293,0.938315,0.939664,0.898578,0.908096,0.909387,0.939536,0.939599,0.93955,0.497568,0.939468,0.497711,0.940213,0.824668,0.939837,0.939547,0.940187,0.938181,0.940245,0.939895,0.732319,0.940264,0.73253,0.560154,0.865591,0.895442,0.896565,0.912427,0.4796,0.838207,0.931997,0.781901,0.89891,0.90878,0.87558,0.902815,0.937295,0.93956,0.939701,0.940104,0.497995,0.497942,0.851427,0.903348,0.939784,0.932695,0.497279,0.936345,0.938893,0.940153,0.939345,0.997812,0.996352,0.937723,0.937447,0.939927,0.940235,0.939659,0.939352,0.940125,0.940238,0.940175,0.939566,0.497763,0.913602,0.938684,0.939448,0.937911,0.936463,0.494219,0.937075,0.93781,0.93396,0.936198,0.932151,0.939659,0.939182,0.940168,0.939941,0.937476,0.497983,0.732451,0.49804,0.94017,0.939898,0.939428,0.837269,0.884002,0.937164,0.937804,0.993413,0.394303,0.93972,0.985285,0.79556,0.950652,0.827117,0.956103,0.911064,0.939608,0.911335,0.498044,0.938144,0.938973,0.94,0.939844,0.939687,0.939184,0.9397,0.938671,0.9394,0.938311,0.939325,0.939304,0.939786,0.939423,0.939543,0.93895,0.939962,0.939543,0.939639,0.939825
20.04,0.939388,0.939136,0.86839,0.93945,0.757092,0.807591,0.837525,0.771875,0.845188,0.936244,0.937245,0.93744,0.938856,0.596117,0.938652,0.938978,0.933141,0.938535,0.939345,0.923745,0.938246,0.936932,0.93782,0.935804,0.939285,0.93942,0.938072,0.929513,0.938965,0.938072,0.939559,0.938539,0.937056,0.935869,0.932381,0.937873,0.937558,0.990168,0.816471,0.937959,0.939298,0.898065,0.907809,0.909124,0.939172,0.939234,0.939185,0.496327,0.939103,0.496467,0.939843,0.823857,0.939469,0.939182,0.939816,0.937825,0.939874,0.939527,0.731289,0.939893,0.731498,0.558921,0.865168,0.895078,0.896166,0.912056,0.478396,0.837785,0.931679,0.781407,0.898575,0.908378,0.875148,0.902471,0.936947,0.939195,0.939335,0.939735,0.496749,0.496697,0.851022,0.903015,0.939418,0.932333,0.49604,0.936003,0.938533,0.939782,0.938982,0.997814,0.996366,0.937371,0.937097,0.939559,0.939864,0.939293,0.938988,0.939755,0.939867,0.939805,0.939201,0.49652,0.913244,0.938326,0.939084,0.937558,0.936119,0.493,0.936726,0.937457,0.933632,0.935857,0.931835,0.939292,0.93882,0.939797,0.939572,0.937127,0.496737,0.731419,0.496794,0.9398,0.93953,0.939064,0.83685,0.883601,0.936818,0.937453,0.993449,0.393197,0.939354,0.985172,0.794737,0.950373,0.826443,0.955882,0.910599,0.939243,0.91087,0.496798,0.937789,0.938612,0.939631,0.939477,0.93932,0.938822,0.939334,0.938312,0.939036,0.937955,0.938962,0.938941,0.939419,0.939059,0.939178,0.93859,0.939593,0.939178,0.939273,0.939458
20.05,0.939019,0.93877,0.867898,0.939081,0.756652,0.807188,0.837085,0.771273,0.844704,0.935898,0.936892,0.937086,0.938492,0.595165,0.93829,0.938613,0.932813,0.938173,0.938977,0.923369,0.937887,0.936583,0.937463,0.935462,0.938917,0.939051,0.937713,0.929204,0.9386,0.937713,0.93919,0.938177,0.936705,0.935527,0.932058,0.937517,0.937203,0.990113,0.815647,0.937601,0.93893,0.897551,0.907521,0.908861,0.938805,0.938867,0.938818,0.495085,0.938737,0.495224,0.93947,0.823043,0.9391,0.938815,0.939444,0.937468,0.939501,0.939157,0.730257,0.93952,0.730464,0.557687,0.864743,0.894712,0.895765,0.911683,0.477192,0.837363,0.931358,0.780911,0.898238,0.907976,0.874715,0.902125,0.936597,0.938828,0.938967,0.939363,0.495503,0.495452,0.850615,0.90268,0.939049,0.93197,0.4948,0.93566,0.938171,0.93941,0.938616,0.997817,0.996379,0.937017,0.936745,0.939189,0.939492,0.938925,0.938623,0.939383,0.939494,0.939433,0.938834,0.495276,0.912884,0.937966,0.938718,0.937203,0.935773,0.491781,0.936376,0.937102,0.933303,0.935515,0.931517,0.938923,0.938456,0.939425,0.939202,0.936776,0.495491,0.730386,0.495547,0.939428,0.939161,0.938699,0.836429,0.883198,0.936469,0.9371,0.993485,0.392093,0.938986,0.985057,0.793912,0.950094,0.825768,0.95566,0.910132,0.938876,0.910403,0.495552,0.937433,0.93825,0.93926,0.939107,0.938952,0.938458,0.938965,0.937952,0.93867,0.937598,0.938597,0.938576,0.93905,0.938693,0.938811,0.938227,0.939223,0.938811,0.938905,0.939088
20.06,0.93828,0.938035,0.86691,0.93834,0.75577,0.806379,0.836203,0.770067,0.843732,0.935202,0.936183,0.936375,0.937762,0.593261,0.937563,0.937881,0.932156,0.937447,0.938238,0.922615,0.937166,0.935882,0.936748,0.934774,0.938179,0.938311,0.936994,0.928585,0.937866,0.936994,0.938447,0.937452,0.936001,0.934838,0.931409,0.936801,0.936489,0.990003,0.813995,0.936883,0.938192,0.896519,0.906945,0.908334,0.938069,0.938131,0.938082,0.492601,0.938001,0.492738,0.938722,0.821413,0.938359,0.938079,0.938696,0.936752,0.938753,0.938415,0.72819,0.938771,0.728394,0.555219,0.863892,0.893977,0.894961,0.910933,0.474785,0.836515,0.930713,0.779919,0.897561,0.907167,0.873846,0.901432,0.935895,0.938092,0.938229,0.938618,0.493012,0.492961,0.8498,0.902008,0.938309,0.931241,0.492322,0.934969,0.937445,0.938664,0.937884,0.997822,0.996406,0.936306,0.936038,0.938447,0.938744,0.938187,0.937891,0.938638,0.938746,0.938686,0.938097,0.492789,0.91216,0.937243,0.937983,0.936491,0.935078,0.489343,0.935672,0.93639,0.93264,0.934827,0.930877,0.938182,0.937726,0.938678,0.93846,0.936071,0.493,0.728317,0.493055,0.938681,0.938419,0.937965,0.835584,0.88239,0.93577,0.936392,0.993555,0.389885,0.938247,0.984828,0.792259,0.949533,0.824415,0.955215,0.909197,0.938139,0.909467,0.493059,0.936719,0.937522,0.938516,0.938366,0.938214,0.937727,0.938226,0.937229,0.937936,0.93688,0.937864,0.937844,0.93831,0.937959,0.938075,0.9375,0.938479,0.938075,0.938167,0.938348
20.07,0.938277,0.938032,0.866907,0.938337,0.755769,0.806377,0.8362,0.770065,0.843729,0.935198,0.93618,0.936372,0.937759,0.593259,0.937559,0.937877,0.932152,0.937443,0.938235,0.922612,0.937163,0.935878,0.936745,0.934771,0.938176,0.938308,0.936991,0.928582,0.937863,0.936991,0.938444,0.937449,0.935998,0.934835,0.931405,0.936797,0.936485,0.990002,0.813991,0.936879,0.938188,0.896516,0.906943,0.908333,0.938066,0.938127,0.938079,0.492601,0.937998,0.492738,0.938719,0.821409,0.938356,0.938076,0.938693,0.936748,0.93875,0.938412,0.728187,0.938768,0.72839,0.555218,0.86389,0.893974,0.894958,0.91093,0.474785,0.836512,0.930709,0.779917,0.897558,0.907164,0.873843,0.901428,0.935891,0.938089,0.938226,0.938615,0.493012,0.492961,0.849797,0.902005,0.938306,0.931238,0.492322,0.934966,0.937441,0.938661,0.937881,0.997821,0.996405,0.936303,0.936034,0.938443,0.93874,0.938184,0.937887,0.938634,0.938743,0.938683,0.938094,0.492789,0.912157,0.937239,0.93798,0.936488,0.935075,0.489343,0.935669,0.936386,0.932637,0.934823,0.930874,0.938179,0.937723,0.938675,0.938456,0.936067,0.493,0.728314,0.493055,0.938678,0.938416,0.937961,0.835582,0.882387,0.935767,0.936388,0.993554,0.389887,0.938244,0.984826,0.792256,0.94953,0.824412,0.955213,0.909194,0.938136,0.909463,0.493059,0.936715,0.937519,0.938513,0.938363,0.93821,0.937724,0.938223,0.937226,0.937933,0.936877,0.937861,0.93784,0.938307,0.937955,0.938071,0.937497,0.938476,0.938071,0.938164,0.938344
20.08,0.93753,0.937289,0.865912,0.937589,0.754883,0.805563,0.835311,0.768855,0.84275,0.934494,0.935463,0.935653,0.937021,0.591352,0.936825,0.937137,0.931486,0.93671,0.937488,0.921851,0.936434,0.935169,0.936022,0.934075,0.93743,0.937561,0.936263,0.927954,0.937122,0.936263,0.937695,0.936716,0.935286,0.934138,0.930748,0.936073,0.935764,0.989889,0.812331,0.936153,0.937442,0.895477,0.906365,0.907803,0.937323,0.937383,0.937335,0.490118,0.937254,0.490252,0.937964,0.81977,0.937608,0.937332,0.937939,0.936024,0.937994,0.937662,0.726113,0.938012,0.726312,0.552748,0.863032,0.893232,0.894146,0.910172,0.472378,0.835659,0.930056,0.77892,0.896872,0.906348,0.872967,0.900726,0.935181,0.937346,0.93748,0.937862,0.490521,0.490471,0.848975,0.901326,0.937559,0.930501,0.489843,0.934267,0.936707,0.937907,0.93714,0.997825,0.996431,0.935584,0.93532,0.937694,0.937985,0.937439,0.937147,0.937881,0.937987,0.937929,0.93735,0.490302,0.911425,0.936509,0.937238,0.935768,0.934372,0.486905,0.934957,0.935666,0.931966,0.934127,0.930225,0.937432,0.936985,0.937921,0.937706,0.935354,0.490509,0.726237,0.490563,0.937924,0.937666,0.93722,0.834731,0.881571,0.93506,0.935672,0.993623,0.387682,0.937498,0.984594,0.790595,0.948964,0.823053,0.954763,0.90825,0.937392,0.908519,0.490567,0.935993,0.936783,0.937762,0.937614,0.937464,0.936986,0.937477,0.936495,0.937191,0.936151,0.93712,0.9371,0.937559,0.937213,0.937327,0.936762,0.937725,0.937327,0.937419,0.937596
20.09,0.937526,0.937286,0.86591,0.937586,0.754881,0.80556,0.835309,0.768852,0.842748,0.934491,0.93546,0.935649,0.937018,0.591351,0.936821,0.937134,0.931483,0.936706,0.937485,0.921848,0.936431,0.935165,0.936019,0.934072,0.937426,0.937557,0.93626,0.92795,0.937119,0.93626,0.937691,0.936713,0.935282,0.934135,0.930744,0.93607,0.93576,0.989888,0.812327,0.93615,0.937439,0.895473,0.906364,0.907802,0.937319,0.93738,0.937332,0.490118,0.937251,0.490252,0.937961,0.819766,0.937604,0.937329,0.937935,0.936021,0.937991,0.937659,0.726109,0.938009,0.726309,0.552747,0.863029,0.893228,0.894143,0.910169,0.472377,0.835656,0.930053,0.778918,0.896869,0.906345,0.872964,0.900723,0.935178,0.937342,0.937477,0.937859,0.490521,0.490471,0.848972,0.901323,0.937555,0.930497,0.489843,0.934264,0.936704,0.937904,0.937137,0.997825,0.996431,0.935581,0.935316,0.937691,0.937982,0.937436,0.937144,0.937878,0.937984,0.937925,0.937347,0.490302,0.911422,0.936505,0.937235,0.935765,0.934369,0.486905,0.934954,0.935663,0.931963,0.934123,0.930222,0.937428,0.936982,0.937918,0.937703,0.935351,0.490509,0.726234,0.490563,0.937921,0.937663,0.937217,0.834729,0.881568,0.935056,0.935669,0.993622,0.387683,0.937495,0.984592,0.790592,0.948962,0.82305,0.954762,0.908247,0.937388,0.908516,0.490567,0.93599,0.93678,0.937759,0.937611,0.937461,0.936982,0.937474,0.936492,0.937188,0.936148,0.937117,0.937097,0.937556,0.93721,0.937324,0.936759,0.937722,0.937324,0.937415,0.937593
20.1,0.936772,0.936536,0.864908,0.93683,0.753992,0.804741,0.834413,0.767637,0.841762,0.933779,0.934735,0.934922,0.936272,0.58944,0.936079,0.936386,0.930809,0.935965,0.936731,0.921079,0.935695,0.934448,0.935288,0.933368,0.936673,0.936802,0.935525,0.927314,0.93637,0.935525,0.936934,0.935972,0.934562,0.93343,0.930079,0.935338,0.935031,0.989773,0.810657,0.935416,0.936686,0.894426,0.905783,0.90727,0.936569,0.936629,0.936581,0.487635,0.9365,0.487766,0.937199,0.818117,0.936849,0.936577,0.937173,0.935289,0.937228,0.936902,0.724027,0.937246,0.724223,0.550276,0.862165,0.892478,0.893325,0.909404,0.46997,0.834796,0.929391,0.777916,0.896175,0.905522,0.872081,0.900013,0.93446,0.936591,0.936723,0.937098,0.48803,0.487981,0.848144,0.900637,0.936801,0.929753,0.487365,0.933557,0.935962,0.937142,0.936389,0.997828,0.996455,0.934854,0.934593,0.936933,0.937219,0.936683,0.936396,0.937117,0.937221,0.937164,0.936595,0.487815,0.910682,0.935767,0.936485,0.935037,0.933658,0.484466,0.934235,0.934935,0.931284,0.933419,0.929565,0.936673,0.936237,0.937156,0.936946,0.93463,0.488019,0.72415,0.488071,0.93716,0.936906,0.936468,0.833872,0.880745,0.934341,0.934944,0.99369,0.385482,0.936741,0.984356,0.788924,0.94839,0.821684,0.954308,0.907296,0.936637,0.907564,0.488075,0.935259,0.936037,0.937,0.936855,0.936707,0.936237,0.93672,0.935753,0.936439,0.935415,0.936369,0.936349,0.9368,0.936461,0.936573,0.936017,0.936964,0.936573,0.936662,0.936837
20.11,0.936769,0.936533,0.864906,0.936827,0.75399,0.804739,0.834411,0.767634,0.841759,0.933775,0.934732,0.934919,0.936269,0.589439,0.936076,0.936383,0.930805,0.935962,0.936728,0.921075,0.935691,0.934445,0.935285,0.933365,0.93667,0.936799,0.935522,0.92731,0.936367,0.935522,0.936931,0.935969,0.934559,0.933427,0.930075,0.935335,0.935027,0.989772,0.810653,0.935413,0.936683,0.894423,0.905782,0.907269,0.936565,0.936626,0.936578,0.487635,0.936497,0.487766,0.937196,0.818113,0.936845,0.936574,0.93717,0.935285,0.937225,0.936899,0.724024,0.937243,0.72422,0.550275,0.862163,0.892475,0.893322,0.9094,0.46997,0.834793,0.929388,0.777914,0.896171,0.905519,0.872078,0.90001,0.934456,0.936588,0.93672,0.937095,0.48803,0.487981,0.848141,0.900634,0.936798,0.92975,0.487365,0.933554,0.935959,0.937139,0.936386,0.997827,0.996455,0.934851,0.93459,0.93693,0.937216,0.93668,0.936393,0.937114,0.937218,0.937161,0.936592,0.487815,0.910679,0.935764,0.936482,0.935034,0.933655,0.484466,0.934231,0.934932,0.931281,0.933415,0.929562,0.93667,0.936234,0.937153,0.936943,0.934627,0.488019,0.724146,0.488071,0.937156,0.936903,0.936464,0.833869,0.880743,0.934338,0.934941,0.993689,0.385483,0.936738,0.984355,0.78892,0.948388,0.821681,0.954307,0.907293,0.936633,0.907561,0.488075,0.935256,0.936034,0.936997,0.936852,0.936704,0.936233,0.936717,0.93575,0.936436,0.935412,0.936366,0.936346,0.936797,0.936457,0.93657,0.936013,0.936961,0.93657,0.936659,0.936834
20.12,0.936387,0.936153,0.864401,0.936444,0.753543,0.804327,0.83396,0.767024,0.841263,0.933415,0.934365,0.934551,0.935892,0.588482,0.9357,0.936005,0.930463,0.935586,0.936346,0.920686,0.935319,0.934081,0.934915,0.933008,0.936289,0.936417,0.93515,0.926987,0.935988,0.93515,0.936548,0.935594,0.934194,0.93307,0.929737,0.934965,0.934658,0.989713,0.809812,0.935041,0.936301,0.893895,0.90549,0.907002,0.936186,0.936245,0.936198,0.486393,0.936117,0.486524,0.93681,0.817283,0.936463,0.936194,0.936785,0.934915,0.936839,0.936516,0.722979,0.936857,0.723172,0.549038,0.861727,0.892096,0.892908,0.909013,0.468767,0.83436,0.929052,0.77741,0.89582,0.905103,0.871632,0.89965,0.934093,0.936208,0.936339,0.936711,0.486785,0.486736,0.847723,0.900287,0.936416,0.929373,0.486126,0.933196,0.935584,0.936754,0.936008,0.997828,0.996466,0.934483,0.934224,0.936547,0.93683,0.936299,0.936014,0.936729,0.936833,0.936776,0.936212,0.486572,0.910304,0.93539,0.936102,0.934665,0.933295,0.483247,0.933867,0.934563,0.930936,0.933058,0.929228,0.936288,0.935857,0.936768,0.936559,0.934262,0.486774,0.7231,0.486825,0.936771,0.93652,0.936085,0.833437,0.880327,0.933976,0.934574,0.993721,0.384384,0.936357,0.984234,0.788082,0.948098,0.820994,0.954078,0.906813,0.936253,0.907081,0.486829,0.934886,0.935658,0.936613,0.936469,0.936323,0.935856,0.936335,0.935377,0.936057,0.93504,0.935987,0.935968,0.936415,0.936078,0.93619,0.935638,0.936578,0.93619,0.936278,0.936451
20.13,0.936003,0.935772,0.863895,0.93606,0.753094,0.803913,0.833507,0.766411,0.840765,0.933052,0.933996,0.934181,0.935512,0.587525,0.935322,0.935625,0.930119,0.935209,0.935963,0.920296,0.934944,0.933716,0.934543,0.932649,0.935905,0.936033,0.934776,0.926662,0.935607,0.934776,0.936163,0.935217,0.933827,0.932711,0.929397,0.934592,0.934287,0.989653,0.80897,0.934668,0.935918,0.893365,0.905197,0.906733,0.935804,0.935863,0.935816,0.485152,0.935736,0.485281,0.936423,0.816451,0.936079,0.935812,0.936398,0.934542,0.936451,0.936131,0.721931,0.936469,0.722123,0.5478,0.86129,0.891715,0.892493,0.908624,0.467564,0.833924,0.928714,0.776906,0.895465,0.904685,0.871185,0.899289,0.933727,0.935826,0.935956,0.936324,0.48554,0.485492,0.847303,0.899938,0.936032,0.928995,0.484887,0.932835,0.935206,0.936368,0.935627,0.997829,0.996478,0.934113,0.933856,0.936163,0.936443,0.935916,0.935634,0.936343,0.936445,0.936389,0.93583,0.485329,0.909927,0.935014,0.935721,0.934295,0.932932,0.482028,0.933501,0.934193,0.93059,0.932699,0.928893,0.935904,0.935478,0.936381,0.936174,0.933895,0.485529,0.722051,0.48558,0.936384,0.936136,0.935705,0.833004,0.87991,0.933611,0.934206,0.993754,0.383286,0.935973,0.984113,0.787242,0.947808,0.820306,0.953847,0.906332,0.935871,0.906599,0.485584,0.934515,0.93528,0.936227,0.936085,0.93594,0.935477,0.935952,0.935001,0.935676,0.934667,0.935607,0.935587,0.936031,0.935697,0.935808,0.93526,0.936192,0.935808,0.935896,0.936067
20.14,0.935618,0.935389,0.863387,0.935674,0.752645,0.803498,0.833053,0.765798,0.840265,0.932687,0.933625,0.933809,0.935131,0.586566,0.934943,0.935243,0.929773,0.93483,0.935578,0.919903,0.934568,0.933349,0.934169,0.932289,0.935521,0.935648,0.9344,0.926334,0.935225,0.9344,0.935777,0.934839,0.933458,0.93235,0.929055,0.934218,0.933913,0.989593,0.808125,0.934292,0.935533,0.892833,0.904904,0.906465,0.93542,0.935479,0.935432,0.483911,0.935352,0.484039,0.936034,0.815617,0.935693,0.935428,0.936009,0.934168,0.936062,0.935744,0.720882,0.936079,0.721072,0.546562,0.860851,0.891332,0.892076,0.908232,0.46636,0.833488,0.928374,0.776399,0.895109,0.904266,0.870736,0.898925,0.933359,0.935442,0.935571,0.935936,0.484295,0.484247,0.846882,0.899588,0.935646,0.928614,0.483648,0.932473,0.934827,0.935979,0.935245,0.99783,0.996489,0.933742,0.933486,0.935776,0.936053,0.935532,0.935252,0.935954,0.936056,0.936,0.935446,0.484087,0.909549,0.934637,0.935338,0.933923,0.932568,0.480808,0.933132,0.93382,0.930241,0.932338,0.928555,0.935518,0.935097,0.935992,0.935787,0.933526,0.484284,0.721,0.484335,0.935996,0.935749,0.935322,0.832569,0.879491,0.933245,0.933835,0.993786,0.382188,0.935588,0.983992,0.786399,0.947516,0.819616,0.953616,0.905848,0.935487,0.906115,0.484338,0.934141,0.9349,0.93584,0.935698,0.935555,0.935095,0.935567,0.934623,0.935293,0.934292,0.935224,0.935205,0.935645,0.935314,0.935424,0.93488,0.935805,0.935424,0.935511,0.935681
20.15,0.934844,0.934619,0.862369,0.934899,0.751745,0.802665,0.832142,0.764569,0.839263,0.931955,0.93288,0.933062,0.934366,0.584649,0.934181,0.934476,0.929077,0.934069,0.934805,0.919114,0.933812,0.932611,0.933418,0.931564,0.934748,0.934874,0.933646,0.925676,0.934457,0.933646,0.935001,0.934079,0.932718,0.931625,0.928368,0.933467,0.933164,0.989471,0.806431,0.933538,0.934761,0.891765,0.904317,0.905927,0.93465,0.934709,0.934662,0.481429,0.934582,0.481554,0.935253,0.813945,0.934918,0.934658,0.935228,0.933416,0.93528,0.934968,0.718781,0.935297,0.718967,0.544086,0.85997,0.890563,0.891239,0.907447,0.463954,0.832612,0.927691,0.775385,0.894394,0.903423,0.869835,0.898195,0.93262,0.934672,0.934799,0.935157,0.481805,0.481759,0.846037,0.898883,0.934873,0.927851,0.481171,0.931746,0.934066,0.935199,0.934478,0.997831,0.996511,0.932995,0.932744,0.935,0.935272,0.934759,0.934485,0.935175,0.935274,0.935219,0.934675,0.481601,0.908788,0.933879,0.934569,0.933175,0.931837,0.47837,0.932393,0.933072,0.929541,0.931613,0.927876,0.934744,0.934332,0.935212,0.935011,0.932784,0.481795,0.718897,0.481844,0.935215,0.934973,0.934553,0.831697,0.87865,0.932509,0.93309,0.993849,0.379995,0.934815,0.983747,0.784712,0.946931,0.818234,0.953153,0.904878,0.934716,0.905144,0.481848,0.933391,0.934138,0.935062,0.934923,0.934782,0.93433,0.934794,0.933865,0.934524,0.933539,0.934457,0.934438,0.934871,0.934545,0.934653,0.934118,0.935028,0.934653,0.934739,0.934906
